年月,降水量(mm),日の平均気温(℃),日の最高気温(℃),日の最低気温(℃),最高気温(℃),最低気温(℃)
2016/10,99.0,16.4,20.4,12.2,29.0,6.1
2016/11,89.5,9.9,13.6,6.2,20.6,1.3
2016/12,179.5,6.4,10.0,3.2,16.3,-0.1
2017/1,161.0,3.1,6.0,0.6,11.1,-4.0
2017/2,95.0,3.3,6.9,0.3,13.3,-2.2
2017/3,69.0,6.1,10.1,2.7,15.5,-0.2
2017/4,99.5,11.6,16.7,7.1,25.0,1.6
2017/5,56.0,17.7,22.4,13.5,30.6,8.0
2017/6,48.0,19.0,23.1,15.7,27.9,10.9
2017/7,443.0,25.9,29.3,22.9,34.6,19.0
2017/8,258.0,26.2,29.8,23.1,36.4,17.9
2017/9,95.5,21.7,26.0,17.7,29.7,11.8
2017/10,150.5,16.4,19.7,13.2,26.2,8.0
2017/11,231.5,9.1,13.3,5.3,20.9,0.0
2017/12,329.5,3.9,7.1,1.4,12.7,-0.6
2018/1,0.0,1.7,4.9,-1.0,11.7,-5.9
2018/2,108.5,1.4,4.5,-1.6,9.3,-4.8
2018/3,111.0,7.5,12.6,3.0,22.4,-1.2
2018/4,139.5,12.7,17.6,8.5,26.9,2.1
2018/5,139.0,17.0,21.5,12.9,29.5,8.6
2018/6,66.5,21.1,25.5,17.5,33.8,12.8
